,year,pol,sentences,ocr,loss_hmd_distilbert,loss_bnert-time-st-y,loss_bnert-time-y,loss_bnert-time-y_masked_25,loss_bnert-time-y_masked_75
1018,1845,lib,"fraud andaaeon, n have employed those celebrated artists, messrs. perkins,it 1 ii'll (-10., who have succeeded, at great cost, in producing fromttc,,‘ eorc, a new envelope of exquisite beauty.ak,,qinc."" sees a highly-finished engraving of the grecian gracesvii or fr a classic pedestal, on each side of which is a rich pro--4,z bleu era springing from an elegant cornucopia ; these taste-- sof great with arabesque-scrolls and wreaths, encircle the royalk britain, surmounting the wordsa•,;' b'e. & "" rowland's kalydor,""26prietrsc.! whilst a plinth at the foot displays the signature of thetocpattco'."": red, thus—""' jan k 1,1345. a. rowland & son.otte olin",0.6527,50.986869854902196,48.53844512081135,49.0977814025504,48.94525780989202,48.684256904732344
1019,1845,lib,"their smallcalf.177.1wgiatei 11.7srp l0a21317.723.1k1t..we had only a moderate supply of meat. the demandwas firm, at full prices.borough hop tylarilmt.our accounts from the plantations not being very favour-able, the demand here for most kinds of hops is steady, andlist week's quotations are well supported.exchequer.-(this day.)(before the lorin cdief baron.)libel.—tdonias waklev, e6q., n.p. v. healey and wetficrs.ills lordship took his scat on the bench soon after nine o'clock.the jury having been sworn,mr. brannell opened the case, and said this was a complaintfor a public libel. the defendants had not pleaded but sufferedjudgment to go by default. _ _ _mr. jetty's, q.c., said",0.8943,33.83471126480394,30.995438124808505,31.213977568984465,30.992615316018533,30.769961688617915
1020,1864,lib,"india stock, 212 ;ditto five per cent stook, la.india five per ceuta. and exchequer billsleft off without alteration, the former at 1031 to104, and the latter at 30s. to 20a. discount.in the foreign stock market there has been arenewed advance in the confederate loan, butwith this exception the general tone has beendull. euptian bonds, greek, italian, mexican,spanish passive and certificates, and turkish con-solidi*, have fractionally declined.the shares of the financial companies have beenvery flat. international closed at 31 to prem., a'reduction of 12s. gd. ; general credit, 21 to* prem.,lor 7s. 6d. lower ; imperial mercantile credit, 2 toprem., a",0.6823,4.082432377448249,4.051779684244645,4.077406289560918,4.020374050299843,4.035247716580695
1021,1803,none,"of foreign seamen, sad the man-ly bridges bid, with feveral private bills.lord (ixestatearsa pretested, porfuant to order, an account ofthe proceeding of the consmilionen appointed for managing thefais odes had tax, with refpea to the redemptim elitism tax uponthe property of bodies politic and corporate, att.—ordered to lieon the table, end to be printed.the report of the committee on the ketch roads and bridgesbm walk hem& up, and io the made of the reading of the re-kiatimas.mr. auas moved that mr. charles dunes mould be ad-ded to the camtnlfonere appointed for carrying the bm into ex-modemme. h. daewee oppofed this",0.8161,86.08852680213009,80.57906162057448,79.88065395414267,75.58297619988325,76.31087839917944
1022,1822,none,". . ,;„ !,-; :2 •': . "", . pi..~,ty. •,•r c., ., • . ....1.......66wi1y ' k..... 6............- . • - ~,. i 1i......fika ...1 afire• ' ' ~, ... nrj ..,• ' , ~ ' -: . 41.. tif.'it :. . ""otortty. a.l did crc4t. ~. ig4:i4ialga fen ocrqbelflits meru and retrivie• . ‘rill derive batik high, litoginse'denar!thla tenon inandai are« 4 a sidtinte. •, „ , i iill i. tar body eat blase a* het worked in oven *ow a„i, ~. ea.. a, giaprafi. telling entity, with vaare corners,* little open la the trent, and"" """" 4""""„",0.5517,20.966308133682688,20.459194265167444,20.36586036119192,20.562822388662287,20.42406490168431
1023,1844,con,"c •-, -. t. 0 .., a> -c.- . n, ...... oe. ....... .3ol b errnoc oeks y ........ 10`soca a arra. . 10 lady raffles, henca to ichaboe, ,taps t.l 2-, , _a, _, _ ~,.... p,,„~,. a 0.„. ,jute l3 0- 15 0 white ord. ..19 0 -21 0 danzig, c. pipe £loo 0 -150 llhence to nassau, 31st ultimo, in lat. 43, long. ~,, z x ? 4 •,•,..„,,t ....,.,,,a.rqßa',,,• „o o :10 gte =err,. -aug co ........ 100 180aan.ru •. .. nlpany 30 w. ; rival, .d g 0 0 t"" "" 0 ^o. 4 tj",0.9195,18.177804568493002,17.44856170068583,17.421342871439766,17.059290553536076,17.252846794173838
1024,1803,none,"pea stenhars, auainneer,la sarallad the poifisewigbe had ea earopleating the punish.testimony omit efficacy of ada ms's solai4i4for the cure of the stone and gravel.as it was through an advertifinsent i becarrse *qv:queinted with the virtues of the solvent, which bid wasfrom the alarming ravages of that molt excruciating mfilellsestone, lad& to acknowledge in the woe maim ray estassillilb;.ry ar.d ferretti ctwe; the particulars of which i ai altraw kitready to communal:m*l6loy perron ""bonny desks oriliacater and dieser of the 11/sedkise. m. orton.herdord.itreet, liwiropast,no.s, may so, :son.for a farther asua naha cass of =aimed stone to thebladder and 10doeye. welted by",0.6145,253.97969769672764,252.1506969855399,242.63692281112006,234.70103469767642,233.59547263047418
1025,1821,rad,"11 lifax provincial i.f. islature.yesterday being the dad appointed for the meeting ofthe provincial legislature, isis excelleney, sir jamskent., went in state to the council chamber. thehouse of assemble was then commanded to proceed tothe choice of a speaker, and simon br idatiiiietrome, esq. being elected, his excellency was thenpleased to open the session with a speech.contsitaci %l.—the cocernor of dominica issued aproclamation on the :141 ult. permitting the importationinto that island, for six months from that slate, of lum-ber, spars, pitch, tar, turpentine, hemp, flax, bread, po-tatoes, wheat and gratin, authorising the vesselsbringing those articles to take in return,",0.8276,41.43651838363451,38.91556727859373,38.09339374128406,33.89931552143132,34.16861247845181
1026,1848,lib,"god ddidianned. willkun mamas:el to lester into keens-1amnion to ems up for jaddatent whoa railed upon, thecaudillo's being that, if be omitted the eremites within amoth, lie would not be ode& upon.—the elefendast qmbe had paid his rent to newton, who wm a kind of a land-lord between him and greenwood. who, therefore, wee beto give possession to 7—mr. ballantine nm. to mr. grain-wood, who would rink an action from neal&police.—yastuday. ;woll.l3lflp-st bebt.—awoe it mous ele•gisine.!—mr.n. les, proprietor of the esaridard theatre, accompaniedby mr. heritage, his solicitor, and *sesta members of thetheatrical profession, sttended to request the assistance ofmr. hammftl.",0.8709,189.15838979693916,175.98415169332122,178.9071149478276,177.94621850177458,177.860539252396
1027,1863,lib,"indigenous coal production offrance, to substitute french for english coal in the impe-rial marine, and, in a word, to free france from the"" tribute"" which they consider she pays to england in thematter of coal, this year's deliveries of english "" blackdiamonds"" into the french empire promise to attain a veryconsiderable total. do what they will, our neighbours evi-dently cannot get rid of our coal, the pas de calais and thenord notwithstanding. the importation of english coalinto france first acquired importance about 1840, whenfrance began to make industrial and manufecturingprogress in common with the rest of europe. in 1840the total",0.9608,9.137711517925252,8.051370867141568,8.122049775131977,7.984929039095209,8.05389745235506
1028,1845,lib,"k k.9. southport and euxtonllaiiway.your committee further recommend that the followingbills and projects be referred to the same committee to whichthe recommendation under the letter q, in their former re-port, applied :3. bangor and carnarvon railway.4. portdenilaen and bangor railway.5. cheater and holyhead railway.6. chester and holyhead (mold branch ).7. north wales mineral railway.your committee further recommend that the following billsand projects be referred to one and the same committee :141. london and south-western metropolitan railway.2. london and south-western railway, no. 2.3. richmond (surrey) railway.4. staines and richmond railway.5. london and brighton (wandsworth branch) railway.6. london and south-western (i'..psem branch)",0.8712,14.689852006030334,13.629248951092457,13.641504945802126,13.049694017833026,12.807323022356263
1029,1853,con,"true to their principles, will be found fighting with theold tory party."" after stating that he would join alltrue liberals throughout the british isles to secure thetriumph of protestant principles, he deprecated the intro-duction into the contest by mr. harsfall of a religiouscry, and defended himself from the aspersions of themadras party by affirming that he belonged to that sectionof the liberals who thought that all religious instructionshould be left to the spontaneous efforts of clergymen ofthe different persuasions. lam surprised,"" continuedsir erskine, at the ignorance—(laughtery and cries of""oh oh !"")—at the total incapacity to understand aplain proposition thatdistinguishes that",0.95,5.3149312000082,5.210766853028155,5.1893977552078905,5.064479616776247,5.073766289816391
1030,1839,lib,"personally, not so muchfor his conduct in the house as in .he committee. itstated that messrs. holden, todd, and m`nayat, threemaster cotton-spinners, were selected by the masterspinners of glasgow as the fittest persons to attendbefore the committee, yet there was not a singlequestion respecting the operation of the factory actwas put to mr. holden, or mr. m'naught, and thatwhen mr. todd, in answer to lord ashley's secondquestion, stated that he took no children under thirteenyears of age, his lordship did not put another question.now just let him shew what was the state of the matter.in the 552 d question, lord",0.9595,11.423367949295532,10.352009075735824,10.239574744322596,10.161127615487393,10.206417034685819
1031,1853,lib,"the state of that gentleman'shealth may prevent that desire being realised. sirhenry is a diplomatist of high standing, and a poli-tician of enlightened and liberal views. he has as yet,however, issued no address to the electors.clare election.—the nomination took place onmonday at the court-house, in ennis, and passed offmuch more quietly than was anticipated. every pre-caution was taken by the government to preserve thepeace, a large force of military and police being at handin case of any disturbance. sir john fitzgerald wasproposed by sir edward fitzgerald, bart., and secondedby. the rev. mr. quaid, parish priest. mr. corneliuso'brien was proposed by",0.9661,2.8620792230995966,2.938309358307027,2.925456931987385,2.8429032249143464,2.859655778918332
1032,1853,lib,"public, therefore, is now the feeling of the ministry ;but the chancellor of the exchequer is fain to acknow-ledge his "" total inability"" to meet this feelinc, by themeasure naturally anticipated—a difference of duty' pro-portioned to the recognised difference of the cases. wecan discern without difficulty where the insurmountableobstacle was encountered, and what was the assumptionconceived to qualify the conclusion.mr. gladstone, as his speech disclosed, was at lengthfully possessed with the undoubted distinction betweenrealised property and precarious income as regardedtheir respective taxabilities upon principles of justice.he was prepared, therefore, to establish a correspond-ing difference in the rates leviable upon each,",0.9505,9.224907279048844,9.535017051664422,9.383657050032436,9.160089133292958,9.256116501605243
1033,1842,con,"and in everyre,pect a very first-rate conveyance both for goods and pas-sengers.—for terms, &c. apply on board, in the prince'sdock ; to mr. burrell ; or tow. and j. tyrerutlestintats.to sail on the 2d january.for antigua,the ship lydia,jour; hartley, master.—for. terms of freight or passage apply toc. w. and f. shand.477 tons register40titb gmerfra.line of packets for rio de janeiro,sailing on the ist and 16th of every month.to sail on the ist january.the fine first-class liverpool-built shipgipsy,f. f. cresswell, commander;378 tons; copper-fastened and coppered ; has superior ac-commodations, and in all respects an excellent conveyance :loading in the waterloo dock.—apply",0.8803,9.066210033213364,9.027598528728614,8.954857574005828,8.182696110610474,8.227666679684969
1034,1852,lib,"by the dukeof wellington.ensign compton scrase dickins, by lieutenant. generalhon. hugh arbuthnott.lieutenant-general d'oyly, on promotion, by the dukeof wellington.ensign w. h. edgecombe, by colonel harry d. jones.lieutenant egerton, on appointment to rifle brigade, byhis father, sir philip grey egerton, bart.captain lord eliot, ist life guards, on promotion, bycolonel hall; m.p.mr. every, deputy lieutenant for derbyshire, by sirgeorge couper, bart.ensign louis w. fisher, on appointment 67th regi-ment, by lieutenant-general clitherow.sir charles fox, by earl granville..la'o.o,rdo,nbyreßtuirgnhtfrhomon.j.c.canada,ll erbryiesth. eby lieutenant-generalduncan m`leod.lieutenant edward fraser,master-general of the ordnance.ecachipsitganensign garde, by general fraser.captainteua n t frith,generalon rheotunr.nhfruogmha foreignrbu thnaos etatrl.lvtiircaei, bspyirulk‘ivee10-. faslatisfetant-harry d. jones.ensign w. w.",0.8789,8.195037089228471,8.414251874914612,8.39518733690186,8.126105708711954,8.251836026544952
1035,1849,lib,"on behalf of the great western company.walters briefly stated the nature of the summons, andmid the object in view was to obtain relief for the thousandse cep who were employed on railways on the lord's day.i, knapp admitted that the man was employed es stated,big r. tkon•ht mr. welters bad misunderstood the actea ter which he had applied. the summons was under themu charles 11., sec. 1, and he (mr. k.) contended that thatert 1.... red osly to tradesmen, artificers, and the like, and thattb: words of the sectionwould not embrace such a railing as thatea- .ited by the defendant",0.724,16.271449728190614,15.810118681484486,15.29642181465917,14.612472828114074,14.707647626579078
1036,1823,none,"at perpignan on the 113th ins ant.his royal highness the duke il:angoulenv wouldsleep lgst nightat mont-de-marsan. the piince gene-ralissimo will arrive to-morrow (wednesday) at ws--deaur, where he will stay the 411),... it is though; dinther royal highness madamelet4„pronee4 ea lasj escbarttes tg.sneet the prince. .-.141adaid, novsiiiimr 3r.the following are the precise tercs,o which his ca-tholic majesty replied to.the. addrets of the count po zzodi .borgo, russian ..jtmbassador estragrdioary:"" i receive with the most pleasing satisfaction the• ea-ptession of the sentiments of friendship ,and itvesantwhich the emperor, )our master'', entertains forme."" the part which his imperial majesty and his au-gust allies",0.693,20.960915168164068,20.294946688266865,20.267201254388514,18.33534108474647,18.539122912860112
1037,1857,lib,"to alexandria some daysago, after having successfully performed the objectof her mission, which was undertake', for the pur-pose of taking deep-water soundings between alex-andria, rhodes, and candia. the greatest depthof water on the line to rhodes, i am inf.: ,rmed, wasabout 1,650 fathoms, and on that between alex-andria and candia about 1,700 fathoms. the bot-tom was found to consist generally of yellow mud.the sounding apparatus, i understand, was en-tirely constrected on board.captain mansell, at the'request of the viceroy, isat present engaged in a general survey of the coastsof the red sea, to the distance of some miles oneither side of",0.9506,5.794617774409313,5.223886962242571,5.2546750995829035,5.3371035210469815,5.428394817297979
1038,1858,lib,"bad bum& rollos, les 9d.; wolk badcaomtp, um 9d. ; walla ned accra cloak lem ; w.u.zed flonroll, 170. 9d.; was bad bottom. 17i. 9d.;wont bad lam 17s. ; walk bad hommlt rail,16s. 9d.; wolkor p 170. 61.-27 alpo al market.„.111. .fore lon-office pasiportl-15011 the 25th ofjune, the dale of the antabliskatst of the sgearty el thepoecign-odlos at this poet, to the sad of du mu* ofaugust, mr. edward glynn, the agent at newcastle, breloved 102 paerports to bm& willeoes intending to teal laibeeign coaniries. tb. weal of the ocaveuissee le thefables—who were knout, mo to apply to lewin—must be",0.4878,54.86513286594437,48.45092055191494,48.52705914881657,49.845437308626195,49.79272366207935
1039,1866,lib,"too much so, an',his pauses have now and then the appearance ofbeing too studied. his intonation is soft andsilvery, even when uttering the most cutting sar-casms, and it is never more musical than when ""lemost tortures his victim. in what has been wellcalled passionless invective he is a consuminatemaster. of his general powers as a speaker and °fhis peculiar style of oratory, well ags his speechesread, no one who has not heard him can form an ado:quate idea. the ear alone can enable one to feelthe effect produced by that gentle and flexible voice'in his introductory remarks to the present",0.8372,31.12431152695471,27.786416628500646,27.339340837692045,28.490256969891114,28.507359091640225
1040,1807,none,"be neceffary to patch up the affair.""corn market, mark lane, dec. 4„—this dartthe market very thinly fupplied with wheat, andthe few pimples of belt quality fetch a fmall advancein price. new rye, this week, is higher. barleyand malt at little vat iation. wi i e peas are ag tindearer. beans likewile a trifle. the (apply of optsis (till extremely short, and this trade is named atfurther advance in ptice.—the price of flour with-out variation.latl4llltal cviranct 1181711diit.wheat, 414 so 65.1 per qr. grey peas, 66e 7osodfine thaw. oits 7ss od beans, (old) 58s 64a 6drye, (new) 45a coo od tick ditto",0.7855,17.783394745711703,15.90432858936816,15.538490855365193,15.293551933354781,15.062813336277827
1041,1844,lib,"expected in a fewweeks. cargo rice had risen. at sourabaya from 70florins to 160 and 180 forms.hereotifoeno:orirfctlornenicdßfieinre.innrirp_ilohsessthe latest letters received overland say that all thecoffeesffape oeaindgbeen to private persons which had beenpurchased for english account,sept. 18.—his majesty the king ar-rived lnieurßegthis evening, accompanied only by his aide-de-camp, baron von coehorn. his majesty isexpected to return to the hague on sunday next.the hague, sept. 20.—the board of directorsof the dutch railway.' company gives notice, that theloan of 2,500,000 forms which it has negotiated, hasbeen entirely taken by the present proprietors ; so thatinscription made under letter b, in the name of",0.8411,114.14092970391238,115.23747189407167,114.63231396759936,106.79038772725987,105.98258254681
1042,1858,lib,"seeing the people totterfed by mem of that which wee now considered positivelymbytes. to them. he hoped they believe bin whenhe mid, that if they would employ • large .1.1.. themi, in improvements, la in eelclaim cultivates, is the see of • hew tema* ofmentere,—if they would seeks their holds mower, weremeier shelter foe their stook, end permed. the lawyers thattheyirddiud„rile betteresumueto enablethaywoutheneldboto &swam.wthirlpsiefertesiotheethe net hymned countries in the world. (hear beer.) hewhen minim from all parse of the world, and its imeiries' from them had led him to conclude that english taboo;hides( by the amemet of work dons, was",0.7489,134.97812703894073,123.65416415471313,118.9104133261854,112.1822968286995,112.39057649243966
1043,1868,lib,"tbat a tradesociety is capable of making such a demand, butincapable of saying a word in defence of such aproceeding.mr. self says that all that the members of hissociety have done, or intend to do, is to give usnotice because they cannot agree with us. liemust know that this is utterly false. mr. selfcannot deny that he and his committee sat again ontuesday evening last, and had some of the non-society men in our employment before them, andoffered them inducements to leave u 3.the word "" rattening,"" which has aroused theire of mr. saf, we take it means the doing",0.9576,3.522652588300797,3.5524143739050653,3.573832276562209,3.390589805009454,3.4190075826265045
1044,1870,lib,"quires for 25. 6d.superfine cream or blue envelopes, 45 6d, 55 6d, & 6s 6d ..large blue wove commercial envelopes, 4s ..... per 1,000'cheap buff colour, for circulars, &c., se.colour stamping (belief) reduced to ls. per 100. polishedsteel dies stink by the best artists in the trade at about half theprices charged by the retail houses.an illustrated catalogue, containing full descrip-tion, with prices of account books, copying presses, inkstands,stationery, cabinets, postage scales, despatch boxes, travellingwriting cases. desks, post free. established 1841",0.8931,8.39236359854783,8.752462828475299,8.661394209732826,7.593160483548237,7.469665291526774
1045,1857,lib,"wrie soden when owelpned withdr dense* dude of st. david, meg and prophet=ins healed wives mad inntureabie concubines althe wienit rehlline at power thethe vicen, he weeco, a vane,;vane,;; at' ashist ofhis deathhe kit nothing to hishat the want labeitents of her mother; his~...7 yes oraq, ultkie wkeir smataised ualy • mingleeke. i. nevi decal hen the primitive eimplieity ofhis wan and the any en et parse= vanity re.mrded oflimi ma the eve/0040i henembthig for a nicer one,am owe beetwatag do *yin et ms sehdon. in his life,lisienned showed bn"" mess= bond. wadmdatended; hie death the et hi =nthdna if",0.5994,729.6006639547455,706.7186981100679,688.4737794711475,727.306047784884,711.5249395973116
1046,1842,lib,"a select committee.the duke of wellington could not but thinkthat their lordships should inquire a little into the man-ner in which the evidence in the report had been taken..—(hear, hear.) the noble lord who appointed thecommission was not present ; but he (the duke ofwellington) observed that the commissioners wereauthorised to take evidence upon oath. sub-commis-sioners were appointed by the secretary of state, whowere employed to take the evidence, which was a verydifferent thing from having the evidence taken by thecommissiotiers.—(hear, hear.) he thought it would bedesirable, before a select committee was appointed, thatthe manner in which the evidence had",0.978,2.1252579783468515,2.1156432268697416,2.1352960483073513,2.1275610412283936,2.118907501092406
1047,1846,lib,"considerations of mere politicalsupport should induce me to hold such an office asthat which i fill by a servile tenure which wouldcompel me to be the instrument of carrying othermen's.opinions into effect. ido not estimate lightlythe distinction which office gives. it is not valuableon account of the patronage which it enables its pos-sessor to dispense nor from the personal distinctionit confers upon him; it is only valuable to any manfit to hold it for an hour, on account of theopportunity it gives him of serving his country ;and the moment i shall be convinced that the powerof doing that, according",0.9598,6.476509484754928,6.110099635146031,6.065290161148953,6.03845626268509,6.003981133556224
1048,1848,lib,"willlake place to-morrow evening, april 27, will be performed,denizettrsopera, entitledlitcrezia borgia.lucrezia, )(mlle. sofia cruvelli , orsini, 3fdlle. schwartz ; gen-naro, signor gardoni ; gabetta, signor bonche ; and alfonso, signorlabi ache.which the admirevdivßeatt ipßeertlesement, entitledlato be followed by selections from verdi's opera ofnino.abigail. 11111 e. a.bbadia; fenena, mdlle. vera ; ninus, signorcolettl ; idaape, signor cuzzani; and oratesphe, signor beletti.to conclude ali the highly successful new and originalgrand ballet,ii four tableaux, by m. paul taglioni, entitledfiorita,",0.8294,34.21676735371854,35.73344189198123,35.97983700198565,38.72784119316186,38.44614285934157
1049,1845,lib,"burness, esq., leyton, essexg. n. wright, m.a.john alexander bicknell, esq., brandon cottage, bristol, director ofthe south and midlands' junction extension railwayjames lees, esq., delph, saddleworth, near manchester, director ofthe manchester banking companyarthur agard davenport, esq., eastwood, notts, director of thegreat leeds and london direct railwayjoseph lancelot davenport, esq., derby, director of the rugby andderby and manchester railway(wi'h power to add to their number.)the names of an influential committee formed at worcester andchester will be published in a few days.bankers.the commercial bank of londonengine:se—wiiiiam idumnrar friable, esq.fabliabebtaii agents,solicitors.potter and collin,gridge, 5, basinghall-street ; w. b. james, esq,5, basinghall-street.secretary—hiiton t. jenkins, esq.local",0.8572,6.170907531354213,6.302956417654598,6.390651539212045,5.726081024249697,5.716728830548851
1050,1837,lib,"peace of utrecht to the peaceof aix-la-chapelle. vol. 11. 1720-1737. wo.john _murray, albemarle-street.. dr. mower's new work.just pu. wished, in 3 vols. post svo.,u i ea tale of sicily.by dr. arthur mower, esq., author of "" the whited acottage.""john mavrone, st. james's-square.second series. of "" boz.""now ready, complete in. one volume, very handsomely bound,ketches by ~boz;'second series.with numerous characteristic illustrations by george cruikshankcomplete in one volume !contents:--the streets by morningthe streets by nightmaking a night of itcriminal courtsscotland yardthe new yearmeditations in monmouth-streetour next-door neighboursthe hospital patientseven dialsthe mistaken millinerjohn ma crone, sdoctors' commonsmr. john dounce's attach-mentvauxhall gardens by dayparliamentary",0.8846,9.676451775580833,9.464815044857664,9.583244442113045,8.250222923596763,8.23040556897948
1051,1868,lib,"the second gave amore detailed account of several of the oldest and mostvalued documents. the first, not in point of time, but asthat first generally known, is called the alexandria manu-script. about the commencement of the 17th century,cyril, primate of alexandria, afterwards patriarch ofconstantinople, discovered in the alexandrian library amanuscript written in the greek characters of the fourthcentury, containing the entire scriptures of the old andnew testaments, with several other semi-sacred writings.about the year 1623, being influenced by the serviceswhich had been rendered to him by the then englishambassador, he proposed to send this manuscript, whichhe valued very highly, as",0.9483,8.77434675823017,8.287890274889387,8.230896154000204,8.225679789858598,8.372101020536942
1052,1862,lib,"and sor-rowing message of remembrance to the frigate inwhich garibaldi lay, shattered and • prisoner,expressed in the voiceless language of the heartthe sentiment of all true italians at thetragic irony of fortune that brought back such aprisoner of state as the leader of the tuousann.at the same hour • solemn council was sitting inturin, consisting of the cabinet ministers and ofcertain other approved senators and statesmen,summoned to consider the question of an amnesty,or of the form of tribunal for judging men whohad levied arms in the king's name against the sap-planters of the austrians and the soldiersof the porn.had the",0.9317,47.86733054028302,46.824863238015205,48.14463177487275,49.29021497414669,49.63503530707799
1053,1861,lib,"! methodists have been reform bill, whig or tory, has acknowledged _____*______hung-ary. londonderry, thursday.this evening, the song of hiawatha, the canadian screw steamer, north briton,chinese government. afterwards, several much aggrieved in this way, whenever some small- that extreme paucity of population, and(reuter's telegrams.)miss matilda i cron, madame palmieri, mr. st. albyn, mr. it may be remembered that, according to letters captain borland, from portland, maine, on the 2dh. corti, mr. walt.vorth. years afterwards, came that miserable affair minded cleric denies the validity of a methodist fewness of electors, is a reason why ato be followed by bianca, the bravo's bride",0.8521,16.40710889694855,15.479247938465708,15.73901428633627,15.826467590538394,15.855639596997507
1054,1849,lib,"the directors to carry the presentsurplus fund rateably to the credit of each shareholderas a loan. bearing interest at 5 per cent.""the chairman moved the adoption of the report.the statement of the capital account showed that thetotal amount paid up was 412.9571., whilst the balanceapplicable to loans and dividends was 8,536/. hethought they bad every reason to be satisfied, as this re-pr,sented an earning upon the total capital of rathermore than 4 per cent. per annum.mr. c. holland seconded the motion, and reviewedat length the financial prospects of the company. theblackbrook extension he stated, from which they mightnaturally expect so",0.9501,5.2438956998874655,4.8725722419755515,4.81615181795135,4.692710070729338,4.6479502026231945
1055,1846,con,"of commons.-tuesdaythe debate on the corn-laws was resumed again. mr.m. o'connell, on general principles, advocated themeasure ' • col conolly, on general principles, opposed it.lord lnna the asked the chancellor of the exchequerwhy, after his secession, he had rejoined the ministry, andwhy he did not resign his seat for cambridge? he ar-gued. on the authority of official returns, that wheat couldbe imported at 225. a quarter ; and produced to the housea young potato, which he affirmed to be a very good one,as a proof that young and healthy roots might be producedfrom the eyes of diseased potatoes.the chancellor of",0.9405,5.8242389381737505,5.620805608729568,5.642492034783333,5.263558147368887,5.242794352214296
1056,1860,lib,"and co.thornbury bank, thornbury-harwood and co 9,603tiverton and devonshire bank, tiverton-duns-ford and co... ... 11,629thrapston and kettering bank, northamptonshire,thrapston-york and eland ............... ... 11,659tring bank and chesham bank, tring-butchesand sontooole welie.bsivtean.te-lepadengardrpvittanlnftviodn:10,76763townandpoolelecßounantky,towchester old banpkofo, 0 e ................... 13,710union bank, cornwall, relston-vivian and co.. 14,353 uxbridge old bank, uxbridge--hull, smith, &co. 13,211 i wallingford bank, wallingford-hedges, wells,and co.6,640warwick and warwickshire bank, warwick-greaves and co.wellington somerset bank, wellington-fox,brothers, and co 2,810west rid:ns bank, wakefield and pdntefractbank-leatham, few, and co • 43,194whitby old bank, whitby-simpson, chapman,and co.winchester, alresford, and alton bank, winches-ter-bulpett and co.weymouth old bank and dorchester bank, wey-mouth-elliot, pearce, and co.wirksworth and",0.8925,4.155720432845813,4.285422511286968,4.325940831907776,4.138786077542283,4.10022893307339
1057,1853,lib,"latest foreign news.france.despatches were received at the foreign-officeyesterday from vienna, dated the 19th, and wereimmediately sent off to the emperor to dieppe.their contents have not transpired, but it is sup-posed that they bring a satisfactory solution of theturkish question. the questions of the day arenow the state of the crops, the measures taken bythe government to provide against any deficiencyin the food of the peoples and the vast commercialspeculations which are on the tapis. it is said inthe commercial policy of france that importantmodifications are in contemplation. there is everyreason to believe that the emperor himself is afree-trader ; in",0.9725,2.5568432538567083,2.257905666500367,2.3110129678837916,2.480605535578065,2.495197425662886
1058,1850,lib,"taken outof the way. he begged to state that if this com-mittee was refused, he held in his hand a documentwhich would bring the whole case into court.—(hear,hear.) he hoped, however, that by giving him the com-mittee they would render it unnecessary for him to takethat step.—(hear, hear,) mr. wylie concluded bymoving for the appointment of a committee to inquireinto the liabilities of the company with reference to theexpenditure incurred by the leeds and bradford rail-way, and into the debenture debt, and the liability topay a rent to that company, &c., with power to call forpersons and papers, and to",0.9394,2.6692989558293454,2.4973496656174103,2.4843839032418744,2.5240117917733875,2.5305339270468292
1059,1820,none,"prisonertobeetecuted on saturday morn-lag, and her body to se. given for dissection. 'thewretched' prisoner wet segready trinithelnied by her'dreadful' fel that 'she ivies obliged -to be unspotteddtii sing"" the•time die sentence was passing, and wastaken back to prison in:* state oritisensibdity. there*: mr.pit*** lisn'been intemlttitg la his atten-tion-whet! iincelier confinement.- • •. • -•a letter was receivecifsellisgow which intimates,that the juty's ieeomnii4ation to mercy in the case,tifthennhippy man riliotil'convicted of high trea-''son; jill it& be comp t th: • • 'sniebeeoil or two lintiermas.ll atateckani, sod it, antal ilimeciard, aged hl, eciavicead at merlons decimeter aisles,efwon* ""nwt, was imf tba",0.7138,49.88690621433265,48.56004414868206,47.82655977792255,47.39826364578472,47.404366377029476
1060,1840,con,"clergyman, pledged,against all errors, to preach jesus christ, the end of the law—it is that you may have, by the laws of the country, se-cured, as long as you live, and your children after you, theglorious gospel of the grace of god by jesus christ our lord.(cheers.) this is our cause, this is our motive, this is ourstrong and glorious hope. if we are asked what we areabout, we reply, we are defending the gospel. if you ask usby what means, we say, by rousing the protestants of eng-land. (cheers.) how is it to be defended otherwise ?(hear.) how are",0.9672,6.658674995006282,6.841844217495781,6.79694272511837,6.7666685896810455,6.808660241818727
1061,1847,lib,"teeth.ivir. howard, surgeon dentist, 52, fleet-street, has introduced an entirely new descrip-iigu',, n. ,tteetii, fixed without springs, wires, orin urea. they so perfectly resemble the natural teeth as not to beney oguished from the originals by the closest observer; they willteetej change colour or decay, and will be found very superior to anyof ever before used. this method does not require the extractionteer+y.q.ti.,, or any painful operation, and will support and preserveatli_atton t at are loose, and is guaranteed to restore articulation. and; and, that mr. howard's improvement may be withinkale "" the most economical, he has fixed his charges",0.776,7.559385887948802,6.853100748290195,6.829028299767605,6.656815437742365,6.726622851766292
1062,1852,lib,"any excessand outrage, is but too true ; but at the same time ifeel there is less reason to entertain such apprehensionsat the present moment than i ever felt in the courseof my life. (hear.) i have great confidence in thepeople of this country, and i do believe that the imputa-tion of even the existence of any cause for alarm at thismoment is almost a libel on the people of this country.(hear.) i regret that the noble earl should have spokenin a tone which indicated hostility to her majesty's go-vernment. i regret it deeply, because i well know thevast powers",0.9196,4.769058608156706,4.61585128842636,4.593627444361452,4.675723495794275,4.735812800616132
