,year,nlp,sentences,ocr,diff_random,diff_majority,bnert-time-st-y,bnert-time-y,bnert-time-y_masked_25,bnert-time-y_masked_75,diff-bnert-time-st-y,diff-bnert-time-y,diff-bnert-time-y_masked_25,diff-bnert-time-y_masked_75
607,1868,2194,"the liquor consumed. aftarthey left the house the quarrel was resumed. deceased wasattacked by two or throe of hi/ companions, knocked down,and injured severely. ile was taken to the infirmary, whereha died. 94 wsuggday!",0.9297,9,29,[1823],1818,1821,1821,45,50,47,47
608,1859,2194,"most remote of the grander and the minor colo-nies of our world-wide empire. then, with butthe slightest alteration of that famous couplet ofpope about the sentient gossamer of the marvellousinsect, might be truthfully, no less than powerfullywritten :"" britannia's power, how exquisitely fine ;feels at each wire, and lives along the line !""in aid of the dominant strength of the royal navy ofengland, in aid of the thunders of our war-vesselsborne over the waters of the deep by the steam-engine and the screw propeller, will come in turninfallibly this mysterious submarine messenger-voice of the lightning, the true promethean sparkstolen from",0.9641,14,45,[1863],1863,1854,1854,4,4,5,5
609,1866,2194,"all over, bad digestion, con-_;.nt sleeplessness, and the most intolerable nervousa_iation. cure no. 71, of dyspepsia, from the right hon.he lord stuart de decies, lord lieutenant of the countyei3xf yv„aeterford have derived much benefit from yourn,0;-.161.1 nt food.—stuart do demos, dromana, cappoqui ,';lty waterford. cure no. 54,816, from the rev. jamesfnilc.anipbell, syderstone rectory, near fakenharn, nor-the ,j. in all cases of indigestion, andparticularly whenbe iver is more than usually affected, 1 consider it then:_t °if all remedies. it regulates the bile, and makes it!ni% n cases which would not admit of mercury in any(lark, ins i,ort, a healthy flow of",0.783,11,5,[1844],1846,1852,1858,22,20,14,8
610,1861,2194,"water at london bridge,tins pay.--morning, 12h. 30m.—afternoon, 12h. 38m.to-/aounow.-morning, 12h. 58m.—afternoon. lh. 18m.the weather.—sun office, may 7, 1861.thermometer, tn the shade•54—highest since noon yesterday.41—lowest this morning and during the night.47—this day at noon.barometer-30.06.wpm—easterly; with cold dull weather.the sun.london, tuesday, may 7, 1861.the remaining resolutions upon the budget wereyesterday disposed of satisfactorily. almost all ofthem if not passed nemine contradicente, at any ratewithout a division. the fifth resolution, the oneamending and extending the act of last session,which imposed an excise duty upon licenses to allpersons keeping places of refreshment, from thehumblest little cook's shop to the most resplendentconfectioner's, was—in deference to",0.9574,6,7,[1863],1861,1861,1861,2,0,0,0
611,1856,2194,"the 13th and 19th inst., agomoule found a letter on each occasion bearing a pg.liestamp that had previously been used. it was provvrboeach case that the letters had been posted by parties, terhad paid the defendant the money, and requested 80,to affix stamps to the letters. the defendant hen,ro.dered herself liable to a penalty of 201. in enellmr. ramsay said he could multiply the cases, 1-"":, for,only wished for one conviction, and did not pros ofthe penalty. col. blathwayte, in giving the dectsslthe magistrates, remarked that cheap postage tclbergreat boon to the public, and it became every re ,tab'e person",0.7723,15,8,[1847],1847,1844,1844,9,9,12,12
612,1845,2194,"neighbourhood of turner's-square werealarmed by a sudden crashing sound, followed by a stilllouder and heavier noise. on running in the directionof the uproar, a thick cloud of steam and dust hid fromthe eye the ruins and the mischief which had resultedfrom it, and for some minutes the persons in the imme-diate vicinity were unable to discover the real source ofalarm. the chimney of the cotton-mill belonging to thethrostlenest company had fallen, burying in the ruinsa number of children and women in the street below. arow of cottages ran parallel with the wall of the factoryon that side, at a distance",0.9407,19,5,[1846],1846,1846,1846,1,1,1,1
613,1858,2194,". lowther, col. h. c. watkins, col.corry, h. t. l. lygon, hon. f. westhead, .resiltlacross, h. a. lytton, sir e. whiteside, j.davie, sir h. r. f. macartney, george whitmore. h.disraeli, b. manners, lord j. willcox. b.duff, m. maxwell, j. ivillyams, e.evans, sir de lacy mills, arthur yorke, f.far.juhar, sir al naas, lord young, a.fitzgerald, w. r. s. newark, viscountforrester, col. newport, viscount tellers.freestun, colonel norreys, sir d.gard, r. northcote, sir s. jolliffe, sir w.garnett, william o'brien, p. taylor, colonelamendment in page 14, line 23, read a second time :—queg'tiou put, ""that this house doth agree with the lords 10tho said",0.8832,8,7,[1845],1845,1846,1853,13,13,12,5
614,1864,2642,"commercial and markets.liverpool cotton & corn maitkiltb.(rifts day.)inactido and entrinational tielognapil)(mom wit cows coaraaronam.)_ . . . . .corn.—market moderately attended. wheat active, atas advance of 6d. per rental on amber rd. i. door a riseof id. to id. per barrel sad mak. indian cora dearer bet notactive. oats, oatmeal, and egyptaaa beans steady—nochange to valor.corron.—the market vary quiet, and sales probably1,000 to 2,000 bales, at rather easier ratesmincing lane.—(this day.)sugar.—the moat sass, lb* partioalars of which wetsloot went. have ussoitlad the seri* sod so flutter saltsof importation ars reportsd. 900 cooks of barbados ispablissale were pat up. sad a",0.5953,44,22,[1865],1865,1861,1865,1,1,3,1
615,1845,2088,"has just been purchased byw. minton,extraordinarilycue ap,and is now offered; to the public.p.t-a reduction of 4d. to10d. per yard fropethe usual prices.the whole warrantedjoeze regular first-class mom-facture.40, bold-street.ladies' ready-made linen establish-ni ent,19, church-street, (opposite the clock.)w_ ,, day having on hand every description of ladies'• and children's ready-made under li-nen, respectfully calls attention to the following low listof prices :ladies' full trimmed night i).stifie7, from ........3s gdditto ditto pauttets. from ....2s gdditto ditto ~.krisian'chemises, from ....2s gdn.b.—gents and youths' shirts at prices equally low.ladies' and childrens' wool dresses, and hosiery ofevery make and quality.19, church-street, opposite the clock.entlemen's dress and",0.8808,11,9,[1844],1844,1844,1847,1,1,1,2
616,1856,2083,"has declined fully is to 2s per quarter,with great difficulty of sale. foreign corn increasesin demand, and the imports have continued liberal.france, america, and the baltic have been com-paratively quiet, but the italian states and thelevant have been raising their rates of produce.the first reports of damage in france and eng-antenugaaici a limited:t hebusiness marketsteadytherivatehas opened with a appear-land,has been done in pand the consequent demand, having given acontract market, at full prices, and the large public salesspirit to the eastern markets, which has been sus- are progressing steadily. lthe refined market is firm;tained by the lowness of their stocks",0.9169,4,19,[1847],1847,1847,1847,9,9,9,9
617,1852,2194,"anxiety, makes, i think, a very un-becoming agreement, and agrees to take 2201., and verystrangely says he will be satisfied with that sum, providedthe messrs. stratfords are released from custody.—(hear,hear, and laughter.) no doubt mr. scarlett was to blamefor making such an agreement, but it is a great palliationof mr. scarlett's conduct that he had never received anyspecific instructions as to what he was to ask.—( hear,hear.) well, when this agreement is made, lord malmes-bury turns round on mr. scarlett and writes to him in theseterms:—"" her majesty's government are ready to admitthat in this last transaction mr. scarlett has",0.9184,5,5,[1844],1844,1844,1844,8,8,8,8
618,1858,2194,"marypt. 2. carl. 4 p.c.xll do. 44 per cent0:1 do. do.st. 111st. 11st. 11st. 1110 1nfld. consol. 6 is. c. st.do. con. br. bir. 6 p.c.do. 4a p. c. pref. st.do. l. 4h. pref. st.new., aber., sec., pr.5 p. c. red. 5 p.c. pm.'do. perpet. 6 pr. et.1 norfic.deb.4 p.c. sh.) do. sp. c. ext. 1846) do. 5i p.c. pf , 1847) do.wv.v.sp. ~,1847i north british . ......3i do. 7i. preference 1k) n. e. berw. 4p. e. prf i8i do. do. do.3 do. leeds 6pe. no.l9 do. do. qrs., 18480 do. york h. dx s. pur11 north staffordshire10 ox., wor.",0.7668,49,5,[1849],1849,1859,1857,9,9,1,1
619,1819,2646,"the cure of a fewprevalent complaints which has been confirmed by the expe-rience of many years in a large and extensive practice; sensiblealso of the happy effects resulting' to the public from medicalmen confining their attention. to a certain class of diseases,messrs. goss and co. members of the royal colleges of sur-geons in london, continte to direct their studies to those disor-ders arising from a secret destructive habit of inconsiderateyouth, which not only occasions a numerous train of nervousaffections, but also entails on its rotaries all the enervating im-becilities of old age. in that distressing state of debility or de-ficiency,",0.8717,38,18,[1846],1812,1812,1812,27,7,7,7
620,1852,2642,"31stjanuary, and the 7th, 14th, and 21st february last, 1being the latest date to which the returns have beencollectively completed for all the banks of issue; andalso the results us compared with the returns for theprevious four weeks ending the 24th of january.3110. 23, feb. 21, increase. decrease.ida. 1652.beak a easlaad.„.„„. 10.301,101 20,40.71: 194,513private maim 3,494,530 3,09,21: ; 10.333aelet nook basisthews !mood 2%339,105 26,593,260 34,133 —llseduseinked 4640,43i. 4,04,155 26,30(711103‘13111641a. 31.503,153 3440.275 ;4078showing an increase of 54,153/. in the note cir-culation of england and wales, and a dermas°of 76,8781. iu the circulation of the united king-dom when compared with the returns",0.8245,16,10,[1847],1847,1853,1852,5,5,1,0
621,1824,2194,"i.new ditto 131 os a 17115 s i barley . ...... 11 li'‘ .../i 6rye ii 14s a 91 os i beaus ........ ti 19181 --grey peas, ii las a 41 es.________-.*""coal market, oct. 4.ships at market. ships sold124 newcastle - - 10 -6 sunderland - 51 - 'o a293 1)`"" 419 9308.. -""""—--..---05we have this week to record one of ire in fihorrid and barbarous transactions that was ever kno ,a, orcivilised world. on monday a young man, of the "","";•011*shepherd wells, by trade a weaver, anti saatuf,"" sc.,itel, alias silkey, by trade a weaver, auctioneer, cl.c'tiblic.along with sevsral",0.553,20,12,[1847],1822,1822,1826,23,2,2,2
622,1812,2647,"and the halter. what higher or more coin. , preach them. one man in getting over a stone wallmendable objects under heaven can any that may for this purpose, was ordered by the out post to retire,and though he was very obstinate, they soon corn-truly be called statesmen have, than the preservationpelted him to retreat. the particular object of theof peace with a nation with, which it is so decidedly meeting is not known to any, except that descriptionour interest to be in terms of friendship, and likewise of persons who formed it. they seemed to enter intothe alleviation of",0.8886,48,7,[1815],1815,1815,1815,3,3,3,3
623,1844,2194,"about two-and-a-half miles from land, and about seven miles fromcamp ; we lost the tide, and had to remain in the boatsuntil the tide rose again. i was so eager to be withthe company, that another sergeant and i left part ofthe regiment, and were making for the camp across thebeach—the nearest way we could get. this was in theevening, just about the time that the sun was setting.we continued our route till it was quite dark, and bythat time we were fairly done up for want of everything;both shoes and stockings were lost, and we keptsinking in clay, so",0.8674,13,6,[1846],1846,1846,1854,2,2,2,10
624,1860,2085,"amsterdamenrika, fontana tricstecaroline, adams knell atjune 20.edinburgh (ss), kennedy,new yorkvanguard, nc rtou, new yorkadventure,watts ...barcelonalatimer, kerr valenciaj. m. wood, maaek jamaicahermann and elise, boor,wardoeamathea, gregor madrasheinrich, stekr ...konigsbergjohn pinter, smith halifaxtit bit, carlson] paraangio-sason (ss), ballantine,montrealsandbach, m`kenzie,demeraramidge (se), jones bombay,tas. smith, calhoun bombayleonora, jongblod, petersburgocean pearl, keazer,newyorkalexandre, payon ..marseillesforeign ports.carrihean, winchester, from london at bombay.menzies, jago, from madras at akyab.due cognati, hence at odessa.boreas, molson, hence at st. thomas for st. croix.mceander (es), leslie, hence at venice.albanian (ss), power, hence at genoa.syrian (ss), joy, hence at gibraltar, and left for corfu.ocean, holman, from malta at gibraltar, and cleared forliverpool.amherst, hill,",0.9021,5,12,[1853],1853,1853,1853,7,7,7,7
625,1849,2642,"do with the relormdeg efforts of thehungarians. the austrisambinet, eseingtheir overwhelminr unanimity, felt that resistance was impossible. accord-ingly ferdinand proceeded with the court to freeburg, andratified the laws by oath. this is the reform of april 11,1813, which all patriotic iltregarians fondly poked upon sitheir chatter of constitutiosal rights, opening to them thepromise cf a career in which they should emulate greatbritain, as a pattern of a united, legal, tolerant, free, endloyal country.6. croatia is a province of the hungarian crown; andmere jelleohnh, as goverser, openly organised revoltwenst hungary, by military terrorism, end by _promisingmunk supremacy. on bstthyany's urgency, king",0.831,19,7,[1815],1813,1848,1849,34,36,1,0
626,1851,2194,"importers havingsupplied the markets freely. business, however, mustbe considered to be in a healthy state, dull as is specu-lation, and stocks are kept down to a low point amongthe dealers. the value of dyes and dyeing materialshas, of late, been depressed.respecting the tallow trade, messrs. gull and wilsonreport, that seldom has a season dawned with more im-portant interests at stoke, and more open contracts to besettled. both in this market and in st. petersburghthere have already been sold (oversold) more than thewhole supply of new y.c. that the st. petersburghmarket can send us this season. the arrangement ofthese contracts is.",0.9022,9,14,[1854],1854,1854,1853,3,3,3,2
627,1841,2194,"unfortunate persons whowere hurried in a moment into eternity, mighthave escaped. , after the fatal accident onthe brighton - line from slips of earth,and considering the vast quantity of rainthat has fallen since, it was the dutyof the superintendents on every road to orderengine-drivers tothe go at a moderate rate, 'whenever the trainspassed through deepcuttings. the fall of earth in this in-stance, it would appear had taken placebut'. a • few minutes, or perhaps seconds, beforethe train reached the spot, and no precautioncould prevent this, but had the train been mov-. ,at a siow pace instead of going, duringa dark",0.953,26,18,[1845],1846,1846,1846,4,5,5,5
628,1839,2194,"to at astley'sas far as scenic representation could effect. the entersments went off wcll, and were protracted to twelve o'clock.couflar.her majesty rode out on horshack yesterday, attendedby the hon. miss murray, baroness lehzen, miss quen-tin, lord byron, lord alfred paget, sir robert otway,and colonel buckley.the earl of mil:t.) and viscount melbourne had au-diences yesterday of 11 e qa,cn.the royal dinner p .eta 1;1,4 evening included the mar-quis and marchioness of normanby, earl and countess ofsandwich, earl of vingal, earl and countess cowper,lord and lady ashley, hon. colonel cavendish, ,hon.john ponsonby, and colonel buckley.the band of the ist regiment of life",0.9249,2,23,[1846],1846,1845,1841,7,7,6,2
629,1844,2194,"have received dates fromnew york to the 3d february, being two days later thanthose brought to us by the britannia steamer. the frost con-tinned to be intense, so much so, that several persons whohad been unfortunately benighted had,perished before morn-ing. new york was literally isolated—no mails had reachedfrom the south for six days, nor from boston and eastwardfor two at least. persons could skate over to long island.steam navigation was consequently put a stop to, and themails which were dispatched overland could,not kereckonedto accomplish the journey in less than treble the usual time.at boston the ierygreatest exertion had been made",0.9294,3,27,[1853],1853,1853,1846,9,9,9,2
630,1819,2647,"end that he had his son snit anass with him. they left the lid sifting mi a bank,sod went farther down the lane, when they lier•.veilback s part of the bolb. stamped, sod delivried towilkes 110 lb. mere blanks. • hich ho was to bringbask stomped, el. the wednesday after, sod they ass.pointed to soon in a isar, opposite the n•w inn,leading to saseilawick. 'they then sent into then.• ion, where they um a pe.snn, shoo, name thewittiest now kiss. le he green, sitting on a table.wednesday, the list, the witness and earpwent bin • eon ic tad ii in",0.6492,33,5,[1819],1819,1819,1819,0,0,0,0
631,1832,2194,"to him ; he reallywas unable to say whether or no he should speak to anypeer upon the subject. it had been advertised that in thecommittee the restoration of the ladye chapel, or theproposition to grant the space in front of it, was carriedby a majority of 17 to 2. the fact was, that two mem-bers were absent from the committee.after some further observations from mr. byngi andalderman woon, the bill was read a third time.mr. alderman wood then moved the first reading ofa clause by way of rider to the bill. it was merely todesignate the new sheets on",0.9542,30,6,[1846],1846,1846,1846,14,14,14,14
632,1802,2194,"last session for suspend.'ing the act' respeting the residence of the clergy.mr. garthshore brought up the report of-the commissioners appointed to inquire into thestate of the forts on the coast of africa.—orderedto lie on the 'fable.mr. alderman lushington moved, that thereport of the committee upon the petition of themerchants and planters of the. island of grenadashould be read:. the report havin_ been read, hemoved, that it should be printed.—ordered.mr. alderman lushington then gave no-tice, that he should on thursday illove to refer thesaid petition to the consideration of a committee.short conversation between the speaker,sir william young, and mr. alderman lush-i",0.8883,64,4,[1812],1810,1808,1808,10,8,6,6
633,1853,2194,"nature to give satisfaction to all interests, is heldto be an act of hostility against the greek church,and the czar will carry intolerance to the extentof not desiring liberty of conscience, except in fa-vour of his co-religionists ! that would be difficultto believe, if acts did not correspond with the rea-soning sent from odessa to berlin.a considerable advance towards recovering fromthe late panic was made at the bourse yesterday atthe termination of business, all descriptions ofstock having materially improved in price, thefour and a half per cents. for the account to theextent of more than 1 per cent. ; for",0.9428,8,2,[1854],1854,1854,1854,1,1,1,1
634,1846,2642,"moods taonitoirrgzar whirgraft's, of==l' iondollipraor=esofollicist gyp.*ad ahw webbo"" araperalhe iwahowthaofakia.awha wwweewmat 01.auk. psagaratiacitappiiincila oisolloo of minimclowporisea batman wing mafrailiog•published at ""'h`r. gardwmp' ciiiio,icle and aoilicclisilatg""'trln office, 6, upper wellingtoo-st_vet, const -garden. landau.",0.5873,19,15,[1857],1857,1865,1865,11,11,19,19
635,1865,2194,"detention of horses on a railway.robinson v. the great western railway company.—this was an action for the detention of horses on the de-fendants' railway. the defendants pleaded a denial of theirliability. mr. attorney-general james and mr. williamswere for the plaintiff; and mr. pickering, q.c., mr. t.jones, and mr. crompton for defendants. the plaintiff isa horse dealer in bury new-road, manchester, and hebrought this action for damages which his horses sustainedby reason of the neglect of the defendants in not fulfillingtheir contract to carry his horses from swindon, in wilt-shire, and shipton, in oxfordshire, at which places theywere put into the",0.9757,24,13,[1845],1845,1846,1847,20,20,19,18
636,1844,2194,"and cordial,lasted more than an hour.the same journal publishes as follows the corre-spondence connected with the above :"" ky-ing, high imperial commissioner, &c., ky-kong, viceroy of the province of the two kwangs,&c., to his excellency m. guizot, great ministerof france, charged with the department of foreignaffairs."" the 13th day of the 7th intercalary moon of the23d year of the reign of taou-kwang, we receivedin audience the count de ratti-menton, sent tocanton by your excellency in the quality of consulof the first class, and he transmitted to us direct theletter in which the illustrious minister manifests tous such honourable sentiments of",0.9643,15,7,[1844],1841,1841,1841,0,3,3,3
637,1847,2194,"labour.""i expected to have got the boat floated during theshallowht. the tidenight, but was disappointed, as the water did not riseby two feet so high as it lied done the previous day,a circumstance which i could account for only by achange of wind from north-west to south."" early on the morning df the 2d we carried thebaggage a mile further (loam the stream, and after-wards, with much trouble, dragged our boat oversome shoals."" we were now afloat in a salt water lake of a fewmiles in width, and we steered towards the only ap-parent opening, bearing north. on passing a",0.9178,14,19,[1863],1853,1849,1849,16,6,2,2
638,1847,2194,"bland, miss p. horton,mrs. l. s. buckingham, miss reynolds, and miss,lnlia bennett.theatre royal, lyceum.under the management of mrs. keeley.this eveningwill he performed a new comic drama, called £5oo reward.characters by messrs. a. wigan, meadows, emery, h. butler, misabars, and miss forster.aster which a new farce, called the wigwam. characters bymessrs. matthews, ozberry. keeley, 3liss arden, miss turner,miss foster, and miss mary keeley.to conclude with the drama, founded on the new christmasannual of charles dickens, esq., and adapted to the stage (by theexclusive permissim. of the author, from the proof sheets) by albertsmith, esq., called the battle of life. principal cha-racters",0.8897,3,18,[1864],1857,1845,1845,17,10,2,2
639,1847,2194,"secret committee before lie revealed what he had tosay. at this announcement a general surprise andvisible terror seized those in the galleries. if fivemembers demanded a secret committee,' said the pre-sident, they have a right to it,' and already more thanten members rose exclaiming grant a secret committeeif it be necessary for the defence ;' but at the same timea terrific hurricane burst amongst the centre benches.m. duchatel rose with the regulations of the housein his hand. he was met with a shout of thesecret committee is declared; you have no right tospeak.' a scene of indescribable confusion ensued.. .",0.935,18,18,[1821],1844,1844,1844,26,3,3,3
640,1853,2194,"to sztart. this,of course, entirely capsized my judgment ; but had herun, lam pretty nearly certain he must have won. st.andrew, who i placed in the second position, realisedthat portion of my prognostications to the letter.hungerford, i remarked, was not altogether disposed ofby the weight ; and he just managed to win cleverly.ethelbert was brought out for the betting roomstakes, which he won very easily i the ether racesrequire no commenk _the principal race at salisbury to-morrow, will bsthat for the stewards plate of 50 sovs., the gift of sirj. b. mills, added to a sweepstake of 15 s ovs.",0.9086,8,12,[1844],1844,1844,1844,9,9,9,9
641,1864,2194,"of the treaty of 1852, and adhere to theintention of maintaining the integrity of the danishmonarchy, and therefore they cannot contend that theirhostilities with denmark have released them from the en-gagements of that treaty. but i entirely concur withthe view which i infer that the right hon. gentlemantakes that, even if that condition of things existed be-tween denmark and the two powers which could be ra-tionally called war, and which if the engagement had beencontracted simply between these two powers and denmarkmight and would have put an end to that treaty, still thetreaty of 1552 was not a treaty contracted",0.8808,2,45,[1858],1864,1864,1864,6,0,0,0
642,1867,2642,"in, former years, 9,830.total from the opening of the museum, 6,518,460.",0.9175,27,12,[1863],1863,1851,1863,4,4,16,4
643,1825,2194,"ofthe attraction of the settling in the consol market. colombian'bonds were, however, at all prices, from 63 to 65, and closed at64. mexican 6 per cent. bonds, from 67 to 69. brazil scrip,12 and 13 dis. in shares there were no sales reported.—(lom.)[the ti m es.]'we hear that the interview of the governorand deputy-governor of the bank of england,with the chancellor of the exchequer on wed-nesday last, led, as we expected would be thecase, to nothing conclusive. the affair standsover till the arrival of lord liverpool in town,which, as his lordship we believe has intimated,will be on monday next. meantime",0.9287,22,7,[1844],1844,1844,1838,19,19,19,13
644,1841,2194,"• pattie, 4, brydges-street, strand; 8,d'olier-street, dublin; duncan ,114, high-street, edinburgh;and to be had of all booksellers.-the work which is now presented to the public is the resultof very extended experience in a class of diseases and affec-tions, which fer some unaccountable reason have been eitheraltogether overlooked, or treated with apathy, and almost in-difference, by the on dinary practitioner. to enter into thedetails tithes° affections, to point out their' causes, and tomark the terrific consequences, social, moral, and physical,which are sure to follow from indulgence, in certain habits,would be entirely out of place in an advertisement. we haveno hesitation, however,",0.9141,10,7,[1844],1844,1844,1841,3,3,3,0
645,1857,2194,"of the 9th lightcavalry. the date is not very recent, and several ofthe details containe.d in it have been already men-tioned :""my dear —, i sent you a letter by the lastmail, but from the unsettled state that the countryis in i cannot think there is the least probability ofits ever having reached you. i will therefore re-peat a groat deal of what i then told you. we have,indeed, had a very anxious time of it here lately inconsequence of a great portion of the native armyhaving mutinied. the disaffection was first shownin the 19th n. i. at berampore. the",0.9346,4,5,[1857],1857,1857,1857,0,0,0,0
646,1851,2194,"1 4 0 n"" 020 peas and beans 116 0 heans, 19st 41b,0 0 0average of wheat 36s 90. a lei di,aberdeen, sept. 26.—grain—oats 17, 6d hasher401bs per bushel; foreign oats, 00s od to 17s od, 401bs toosbarley, 20s ud to 22s ud. 521bs per bushel ; bear, 2011 x 604604ud, 521bs per bushel; wheat 00s to 425; oatmeal,lss9dtel.,,f,per boll ; flour, 29s to 30s per sack. provisionv-nj4a to 6d per lb ; mutton, ditto, 4d to 6d; veal' aclieetla;to 6d ; pork, per stone, 3s od to 35 td ; lamb, pertallow, per stone, od to 3s ed ;",0.7087,11,11,[1849],1847,1850,1849,2,4,1,2
647,1863,2194,"2.0.6 71 84- wheallud ott- , wheal 51aryann (men ) 8 155 101- wheal seton . 585 245 255- heal tretawney (lis.) 7 17 18 175wheal union 3.13 54 54preference shares.great western, 5 per cent. red. pref., 1011 2north briti.h, border union gua. pref. sh., 11isouth wales, gua. 40 per cent., 185/, 102preference shares and stocks.kent coast, 6 per cent. pref. b, 4london and blackwall, lk per cent. stock, 103london, brighton, &c., 4 per cent., 1858, 102london, chatham, &c., metrop. r:xt.. b. 6 per cent., 11metropolitan, 5i gnorth british (hclin., perth, and dundee) 4 per cent., 82klines leased al' fixed",0.7216,3,15,[1858],1862,1859,1862,5,1,4,1
648,1856,2194,"great advantagesto the country, and even to the convicts themselves. byi means of transportation the country got rid eta large pee--1 (ion of the criminal population, with little or no chance. ofits returning, while the convicts, once in the colony, wereemployed in honest labour; and in the course of time be-calm) merged in the general mass of colonialhoeiety. itwas impossible to deny, however; that some of the colonieshad great and just complaint of • the infusion of ii criminapopulation in their growing society. it was owing to the re-monstrances of the colonists on that point that the govern-ment of this",0.925,54,13,[1818],1821,1824,1824,38,35,32,32
649,1857,2084,of her entertainment.,0.865,4,18,[1846],1851,1851,1857,11,6,6,0
650,1867,2194,"7 +t,11:11. cent. reduced9i); itiv 3 per cola901- it",0.7555,11,15,[1851],1844,1841,1858,16,23,26,9
651,1863,2642,"edmund williamcathie to charles augustus cathie; duke of clarene,tooley-street, robert edward clarke to james citingwhite lion, toole -street, richard moderidge to samuelawnstus feu ; t room, terminus of loadoeaid brighton railway, simnel griffith to john permit.beiyonixixt.—prince of orange mill-street, ann remto george dna ; queen's head, ifei;liallcireet, bermondseynew-road. joseph newport to john milton ; pagoda, ber-mondsey new-road, robert minter to william pillinger.roraziarear. queen's head, rotherhithe-street,robert wiater, to sarah bryant; ship, queen-street,william vire to james elms ; adam and eve, bother-hithe-street, hoary dance to june davies.nrwntandr.—hoes and groom, walworth-road,jerkin to james wallis ; ship and son, walworth-raid, james ives, to walter",0.781,4,38,[1847],1845,1848,1849,16,18,15,14
652,1865,2194,"speedily lead to universal suffrage. lam opposedto it because, in conferring votes upon working men, itwould do so without discrimination, placing the improvi-dent and the uneducated on a level with the provident andeducated of that class. as a measure of reform the £6franchise pleases no party and no class. i am further op-posed to it because it is a snare and a sham. it is a snarebecause it is accepted only as an instalment by the so-called party of progress, who, already pledged to householdsuffrage, seek to americanize our institutions ; it is a sham,because it is supported in public",0.9655,9,13,[1867],1867,1867,1866,2,2,2,1
653,1860,2642,"left off thirty year ago, with • 101.franchise, which they now admitted worked so well, whyshould they not now proceed with some rapidity, and esta-blish • thorough, good, substantial reform, rather than beperplexing themselves with all sorts of crotchety fran-chises, thoroughly unsuitable to the requirements ofthe people? why not start from • solid basis,and maintain that great truth, that there were mil-lieu of intelligent, industrious men in england, raphis ofdischarging the duties of citizenship. one gemillsome whohad addressed them that evening had said that there wasdecided improvement amongst the people, sad meth as hahis judgment qualified them for the exercise",0.8256,2,9,[1849],1859,1859,1864,11,1,1,4
654,1839,2194,"that question.—(cheers.) "" oh no,"" said thee, "" that will not suit us atall—we only want to get rid of you ;"" and they all (witha few exceptions) voted against my amendment, and forthe resolution which was levelled against me.—( hear,hear.) would you believe it, one of those very men cameto me and said, "" mr. harvey, this is the best thing thatcould have happened to you. it has published to al! theworld that you are a parliamentary agent ; we know howsuccessfully you exerted yourself; you have only to get the.business done by somebody else ?"" my answer was,",0.9396,21,8,[1844],1841,1844,1844,5,2,5,5
655,1826,2646,"bad an interview with er. secretary ceaxiso.we tegr, t to aim once that the eminent banking-house of sir joust puttied and co. suspended their payments thismorning, owing, it it sold,.to a failure in the stock exabange.—it is, however, confidently expected that they will in a short periodbe enabkd to pay all demand!.tint remains of mr. b. a. goldschniidt wereinterred this amiable with the usual ceremonies of the hebrewcher&five gentlemen of the first respectability on 'changehave bow aeleettl to ihteadgate and manage the affairs of messrs.b. a. 00440111111“ and co.tno bishop of dunnaar, who is in the 92.1 year ofhis age,",0.7536,31,3,[1850],1847,1826,1818,24,21,0,8
656,1852,2194,"-ounty t• t and nothing was trzsllsvay share market was northern circi7it-yonx, dec. 20. juries had been inflicted by the prisoner, who had locked ciiristian and a.. clar4tian, douglas, anced terms of 28 7d to 2s lid for 30 to 40 per cent. over beauties.""-there has been alre ' 'taie ,b. brierl roch hughes andilt. james, proof • indeed ady much excitement 'acted on 'change. in the civil court. himself in an adjoining room, the constable immediately and , ~, y, , dale, dyers--j. , . some parties will not accept these terms. raised about this t 1 d -",0.9534,10,3,[1844],1844,1842,1856,8,8,10,4
657,1844,2194,"orleans 2o ..... .... 39% % ... toparts and rouen .....rouen and havre.prices of irish stocks, nov. 5.__. -.3 per cent. console99three and a quarter stock,....ditto new, 1:,30.._3) per cent: debentures _lo g annuitiesbank stock 2obgrand canal debentures, 6 per cent.royal canal stock4 per ccnt. ballast office debentures4 per cent city debentures ... ...kingstown railway debentureslast prices of shares.railways. paid. per share.dublin and k. railwaydrogheda ditt0...great southern and western 5dublin and cashel dittodublin and belfast junction ....... . ... 2%athlone railway 254 3%hibernian bank 2554 ...... 325(royal banknational insurancepatriotic dittominim; company of irelandwick low copper minescity of dublin steam company",0.9124,34,22,[1845],1845,1844,1844,1,1,0,0
658,1866,2642,"west oflondon, and to the whole of ireland and scotland.tulsdat evencto.consols, which closed yesterday at 87g, ""buyers,""for the bth february, opened this morning at 871to and closed at 87e to j. for money the lastprice was 862 to t. the official business report isas follows :—three per cent. consols for money,87, gi ; ditto, for account, 87g, ; three peeceuta. reduced,e 87 i. bj ; new three per cents.,81, 6i, j ; bank stock, 246, 7 ; india stock,210; : ditto five per cent., 1021, ; ditto fearper cent., 96,1 ; ditto five-and-a-half per cent.• eufaced "" rupee paper, 1072;",0.8089,1,15,[1844],1857,1858,1857,22,9,8,9
