,text,answer,KB_answer,meta,_input_hash,_task_hash,label,score,priority,spans,_view_id,_timestamp
82,"back 'once more to the swayof Rome ? Was it to pass under the control of the Byzan-tinechurch.with its head, the Czar, supported by bayonets ?No—no such future was before mankind. Let them thenlook at the opposite side. Fronting the hierarchy andthe centralised power in the state stood the party ofrevolution asserting the equal rights of all men, declaringthat every human being was a sovereign under God forand in himself, responsible to no one under God. Wasthen the Christian church to be shattered to the groundby this party ? Were all the usage and custom whichsurrounded Christian institutions to be",accept,accept,"{'date': -3582748800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9745, 'title': 'The Northern Daily Times.', 'score': 0.8868916631}",-1376549011,201420330,POLITICAL,0.8868916631,0.8868916631,[],classification,1661249400
84,"operate withconsiderable influence upon these increased supplies of theprecious metal, and probably preventany material reductionin the mercantile value of money capital. If we were toassume that the entire I rodnce of gold from the Australiancolonies would be retained in this country, the result wouldbe such as to create an entire revolution in our commercialand fin,ncial system ; but as only a certain proportion canbe retained by us, the extent of the changes produced willhe in a great measure determined by what that proportionmay be.The Bank of England is again performing one of those"" cycles"" which some of our monetary philosophers",reject,reject,"{'date': -3581884800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9368000000000001, 'title': 'The Northern Daily Times.', 'score': 0.6592430472}",265700214,-334333137,POLITICAL,0.6592430472,0.6592430472,[],classification,1661249419
85,"wasi,st seas to which oIt is on the spie ; and I amn, everAra of 1honour and cha,gentleman having refsto various local-hieh he alluded to her Maisty's visit, theExhibitfon,id William Dargan, he continued—"" Thereire many marks, I am glad to see, of returning prosperity.It was feared. that the alterations and revolutions latelymade in trade would bear hardly upon the people of Ireland.(Hear, hear.) Well, now, they have entered into competi-tion. The great staple trade of this city was the provisiontrade. I feared that foreign competition would overpowerit ; but let us come to' particulars. The navy contractorshave been, by the",reject,reject,"{'date': -3668630400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9299000000000001, 'title': 'The Northern Daily Times.'}",1831645599,1554996242,POLITICAL,,,,classification,1661249436
86,"essay ended inthe disastethit tattle of Navarino, by which Constiztutional Monarchy was established in iaivece,but not before the deStrnetinn of the Turkishfleet, which the SULTAN so much requires at thismoment to protect his territory from Russianaggression. This co3tly success of our policyin Greece, WaS followed by Civil War in Poland,and Revolution In Prance: The caiduct of theConstitutionalists of- Europe, was not less mean,weak, and wicked, towards unhappy POland, thanit was towards Hungary, at a more recent period.In France, Constitutional Reforms were aidedby the full force of our moral power, as well asconsiderable political intrigue. The result wascomplete success and the",accept,accept,"{'date': -3668544000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9467000000000001, 'title': 'The Northern Daily Times.'}",-1971419013,72210095,POLITICAL,,,,classification,1661249440
87,"about by legal and rational means—itmust be most painful for us to look road over the Continent andsee how little progress the nations of Europe have made in thepath of temperate and rational freedom. There is one yearwhich I fear must be marked as very disastrous in theirannals—l mean the revolutionary year of 1848—for whilecertainly there was much which deserved to be swept away,the effect was to provoke a terrible reaction—to dimmist thehope of rational freedom—to exasperate the spirit of des-potism where it existed—to develop extreme opinions— and todiminish the prospect of gradual and temperate advance tothat system of constitutional",accept,accept,"{'date': -3668544000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.93, 'title': 'The Northern Daily Times.'}",-271573849,557009007,POLITICAL,,,,classification,1661249443
91,"in everRAL AMERICAWe are in receipt of files of La Gaceta, of SanJose, Costa Rica, up to th3rd of September, fromwhich we extract the following latest news fromthe various South American and Central AmericanRepublicsThis country Was stilt- being desolated' by civilwar, joined to the yOvagesof the typhus and yellowfever. The revolutions, which have never ceasedto disturb Venezuela from the time that LeocadioGuzman excited the populace against the men ofworth, continued presenting an alternation oftriumphs and' defeats, which leave in suspense thefate of society. The -brothers Monagas, absolutegovernors of Venezuela; have • succeeded in re-ducing their adversaries - in. Valencia and",accept,accept,"{'date': -3667766400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9367000000000001, 'title': 'The Northern Daily Times.'}",-462439533,-944131730,POLITICAL,,,,classification,1661249811
92,"the hazer, the charge iseighteen-pence. The city being circular, there is scarcelyany distance amounting to five miles ; the entire circumfer-ence, without reckoning the suburbs, is not more thanfifteen. A honest ' cocher ' asked me if it was true, as hehad heard, that the cabmen' had lately made a revolutionin England, and obtained a parliament of their own. I ex-plained to him as well as I could, the particulars of the latestrike, and how his brethren of the whip had gained nothing,but lost several days' work by their folly. It was useless,for he evidently considered his version of the",accept,reject,"{'date': -3667680000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9607, 'title': 'The Northern Daily Times.'}",-1494913059,-1695641435,POLITICAL,,,,classification,1661249817
93,"he was alone in expressiy, whilst othersthought the industrial training of the children was all per-fection. He (Mr. Jones) did not think so himself ; but beforethey could have any material alteration in the industrialtraining of the children in the school, they would have tohave what was called a complete revolution there.- (Hear,and a laugh.)Mr. GARDNER should like the vestry clerk to read Mr.Coates' Summary of what the children were employed at.Mr, HART then read the following Summary :"" STATE OF THE INDUSTRIAL SCHOOL, SEPTEMBER 21, 1853.- "" Distribution : Present in school, 395 boys, 262 girls ;inthe infirmary, sick,",accept,reject,"{'date': -3667593600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9634, 'title': 'The Northern Daily Times.'}",47496998,679381121,POLITICAL,,,,classification,1661249825
95,"London. Manypeople think it is only a feint to blind the eyes ofWestern Europe ; at all events, one object of it isto secure some opportimity of striking at the re-volutionary sentiment, by putting the leaders of themovement in a false position, for it. is distinctlystated, that if there are revolutionary risings, or ifthe Porte avails itself of the services of revolu-tionary agents, Austria will be at liberty to departfrom her neutrality.There has been a good deal of speculation afloatas to the point where the war will break out.Opinion is generally against the banks of theDanube, owing to local circumstances",accept,accept,"{'date': -3667075200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9623, 'title': 'The Northern Daily Times.'}",296196003,165925156,POLITICAL,,,,classification,1661249832
97,"forces will maintain a defensive posi-tion, and abide the issue of the Turks' attack. Theanswer of the Cos Sack seems, from this, summary,to have 'been both laconic and insolent, two quali-ties which all the Russian documents on this ques;flan have hitherto presented, in a degree unequalledsince the bulletins of the revolutionary commandersof Frande.On a consideration of dates,hoivever, it will turnout that this .procurante reply amounts only to amilitary acknowledgment of the notification sentby.Omer.Pacha. The demand might or might notexcite indignation in the breast of Count 'Goit-schakoff, but in order not to commit himself inany way whatever, he would necessafily refer",accept,accept,"{'date': -3666988800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8421000000000001, 'title': 'The Northern Daily Times.'}",-951565098,-674100789,POLITICAL,,,,classification,1661249841
99,"easily spoken, but it was `es't,bread and cheese without work. People n1ig."",04as they liked, but, in his opinion, they had owthe eleventh hour, and the sooner the stir101brought to a conclusion the better. He w°,, ad tturbance ; and if there should be bloodshed,'""od 'tiebe thrown into a state of revolution, theyrdeisfipeuctteomnuwshtilbeethseeyttlleivde;d.andTthheetimresepohnOsib•ati4,4,01uponEntertainingth employers,etheseviews,wt they yhedid rproposeddoe the (lc., ow,—did not give them a fair day's wages for 3..•"" That the delegates of the factorytion :Mayor to call a meeting of the mandacturer.• • -• aispu 4to agree to an amicable settlement of the -ing."" (Mr. RHODES, of Stockport, seconded the",accept,accept,"{'date': -3666470400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7808, 'title': 'The Northern Daily Times.'}",346354791,-2107664594,POLITICAL,,,,classification,1661249853
102,"posts with occasional suecess. They are said to be instigated by the Kingof Ava Resumption of hostilities is consideredinevitable.Colonel Mackison has been assassinated by anAffghan at Peshawur.Captain Parker and Ensign Bosworth have beenkilled in an affair with Arabs in the Nizam country.Trade in Calcutta was good. Exchange onLondon, 2.1. ,The revolution in China still continues. AtAmoy the Imperialists have had some success,but the patriot army has invested Kai Tung Fu,the capital of Honan, on the Yellow River. Thewhole country is in a state of anarchy, and tradeat a stand. At Hong Kong, Spanish dollars 6s. 6d.The Constitutional Committee of the",accept,accept,"{'date': -3666384000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9612, 'title': 'The Northern Daily Times.'}",1171944966,107769076,POLITICAL,,,,classification,1661250061
103,"yellow fever was still prevailing in 'varioustowns of Mississippi and Louisiana. Natchez isnow free from the epidemic, and trade is revivingthere. The fever had disappeared from Thibo-deaux, but at Yazoo City it was still raging se-verely. -Advices from Mexico to the 13th inst. had beenreceived. There were reports of a revolution atYucatan, and a steamer with three hundred troopshad been despatched to quell it. Don Lino Alcortahad been-Appointed minister of war. A New Orleans paper states that a conspiracy had been dis-covered at Puebla, involving several persons ofinfluence, some of whom had been ordered toleave the country.The Neth York Herald",accept,accept,"{'date': -3666384000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9566, 'title': 'The Northern Daily Times.'}",-1969396314,-31788082,POLITICAL,,,,classification,1661250064
104,"ofyellow fever. •It was still prevailing in varioustowns of Mississippi and Louisiana. Natchez :isnow free from the epidemic, and trade is revivingthere. The fever had disappeared from Thibo-deaux, but at Yazoo City it was still raging Se-verely.Ad-vices from Mexico to the 13th inst. had beenreceived. There were reports of a revolution fatYucatan, and a steamer with three hundred troopshad been despatched to quell it. Don Lino Alcortahad been appointed minister of war. A New Orleans paper states that a conspiracy had been dis-covered at Puebla, involving several persons ofinfluence, some of whom had been ordered toleave the country.The New York",accept,accept,"{'date': -3666297600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9476, 'title': 'The Northern Daily Times.'}",-1298556913,-975776864,POLITICAL,,,,classification,1661250066
106,"people, and I have no hesitation inasserting that, in point of school learning, the mass of theEnglish people are the least instructed of any Protestantcommunity in the world. ("" Shame !"") I say that delibe-rately. I remember quite well at the time of the Hungarianemigration into this country after the revolution a verydistinguished minister or religious teacher of Hungary wastalking to me on the subject of our education, and I told hima large portion of our people could neither read nor write.He could not believe it, and said, "" If it is true a large pro-portion of your people can",accept,accept,"{'date': -3666211200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9747, 'title': 'The Northern Daily Times.'}",-1997646595,-596802571,POLITICAL,,,,classification,1661250088
108,"fact, religion with him seemed to consist chiefly insubmission to Government, and he did not even state clearlywhether he believed in the Sublime Being at all, but com-manded his disciples to worship all the elements and pheno-mena of nature. The lecturer expressed a strong doubtwhether the movers of the present revolution in China wouldbe able to. overthrow the tenets of Confucius in a few months,which had been so firmly established in the minds of theChinese nation. No man who ever lived had been so reveredas the Chinese philosopher. For two thousand years he hadbeen revered as the very personification of",accept,accept,"{'date': -3665779200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9629000000000001, 'title': 'The Northern Daily Times.'}",843406407,-1420232460,POLITICAL,,,,classification,1661250105
109,"pastnumbered 400,000 souls, were now stated to have dwindle?.to 50,000. Moussoul had lost half its inhabitants. Bogdan-had fallen from 120,000 to 20,000, and Balsora from 100,000to 8,000. In Egypt there was the same decay. In Alison'swork upon population, it was stated that in the 15th cen-tury Egypt, after all her revolutions, was comparatively richand populous, but since the era of the Turkish conquest thetyranny of the Pachas had put a stop to industry, commerce,and the arts. Then go into Africa—look at Barbary,and there it would be also seen that wherever the Turks hadsrpead their reign there was desolation. -What had",accept,accept,"{'date': -3665606400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9762000000000001, 'title': 'The Northern Daily Times.'}",734877409,1038069981,POLITICAL,,,,classification,1661250108
111,"of specieand cochineal. A norther was blowing and pre-vented its being put ou board, and at her appointedtime she was compelled to leave without it._ _The Mexican war steamer, Estado de Mejico hadleft Vera Cruz with 300 troops on board for Yuca-tan, in which place it was reported that a revolutionhad broken out.The Trail d' Union, of the Ist ult., states that thepost of Minister of War, made vacant by the deathof General Tornel, and which had boen filled adinterim by Don Suarez Navarro, had been perma-nently supplied by the appointment of Don LinoJ. Alcorta, who took the oath of",accept,accept,"{'date': -3665347200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.971, 'title': 'The Northern Daily Times.'}",435674111,264883948,POLITICAL,,,,classification,1661250115
112,"another column.The Olinda which sailed hence with the mails ofthe 24th September was spoken off Pernambuco,on the 16th ult., and the Lady Eglington, whichsailed on the 24th of October, was spoken to thesouthward of Lisbon on the 31st.All was quiet at Buenos Ayres but at MonteVideo there had been another revolution. ThePresident and other members of Government badtaken refuge on foreign ships of war. A Pro-visional Government had been formed, consistingof Fructuoso, Rivero, Lavallega, and Flores. At thelast date there was no dipturbance, and all goingon as usual.•Brazils was free from fever, no cases reported atany of the ports.The steamer",accept,accept,"{'date': -3665347200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9655, 'title': 'The Northern Daily Times.'}",887276497,1779512476,POLITICAL,,,,classification,1661250135
113,"been condemned todifferent terms of imprisonment. Korby, a cigar-maker, and Meyer, formerly keeper of the archivesto the Common council, are severally condemnedto seven and six years' hard labour. The statutes_of the society exhibit a mixture of ferocity andpolitical demoralization not to be surpassed byanything of the kind since the French revolution.There are several important changes about totake place in the higher military appointments inthe Austrian army. Lieutenant Field-MarshalCount Degenfeld is to take the command at Bo-logna, in lieu of Lieutenant Field-Marshal PrinceLeichtensten, who is to receive another post. Therehas also been much talk that General of CavalryGiulay, who commands the",accept,accept,"{'date': -3665347200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9814, 'title': 'The Northern Daily Times.'}",-144395915,2043690972,POLITICAL,,,,classification,1661250137
115,"as those received direct.,gen-eral advices brought to New York by the14‘iller8 Northern Light and Ohio are of generaland The The health at the Isthmus was good,tiiri,""te roads in good order. A rumour waslvtta tilt in San Francisco that another expeditionBali s°rganizing in that place, or other ports ofiit'ernia of a revolutionary character, against thethe of Ecuador. The officials are said to be upontaoCe°k out for the purpose of suppressing suchClients.Oregon we are informed that a treaty hasThe--reoncluded with the Indians on Rouge River.laid Indians0 were, to be paid 60,000 dollars for the15et; 1,500 dollars' being witheld as indemnity to91--ttils',e Alta-California",accept,accept,"{'date': -3665174400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7506, 'title': 'The Northern Daily Times.'}",755786538,-538465765,POLITICAL,,,,classification,1661250153
116,"those received direct.The general advises brought to New York by thesteamers 1V ortiletn Light and Ohio are of generalinterest. The health at the Isthmus was good,and the roads in good order. A rumour wascurrent in San Francisco that another expeditionwas organizing in that place, or other ports ofCalifornia of a revolutionary character, against the;date of Ecuador. The officials are said tope uponthe look out for the purpose of suppressing,suchMovements.From Oregon we are informed that a treaty hasbeen concluded with the Indians on Rouge River.The Indians were to be paid 60,000 dollars for theland, 1,500 dollars being witheld as indemnity topersons",accept,accept,"{'date': -3665088000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9766, 'title': 'The Northern Daily Times.'}",-1072652158,-303431283,POLITICAL,,,,classification,1661250155
118,"of this trespass, Sir GeorgeP14.-iteitin•-r, immediately ordered the Bonital, Lieu-bltec ii,.""ridges to be ot ready for a cruise in thatt -11 for 'protection of British interests, andite„_r . the .fp kcil,i7 (tingly sailed. •11,14vees from Mexico to the date of the 21st ult.tmr, era Cruz, announce that the battle betweenti'llti'„eatitn revolutionists and the Mexican troopsollita""V eight days. A remnant of the revolii--1 -1(4/ had fled to the mountains. The Diariot:1144 announces that money had been sent to.if, ot, 4"",,Iloi•i.to meet the dividend under the conven-ri ,'5O. Two hundred and sixty-three robbers,ihekicen'e4l•4, pickpockets, &c., were sent fromtv4ll6l,‘° Vera Cruz under a",accept,accept,"{'date': -3664742400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7993, 'title': 'The Northern Daily Times.'}",-1387359521,-2034408302,POLITICAL,,,,classification,1661250159
119,"provinces that it was ready to co-operatein the work of national organisation, but not on thebasis of the compact of San Nicolas, nor with Gene-ral Urquiza as director of the Thirteen Provinces.The representatives of the latter, however, assem-bled at Santa Fe. hold firmly by Urquiza, and it wasthought that thirteen revolutions must take placebefore their dispositions were changed.Business during the month of September hadbeen good. The local demand was active andsteady, and still larger transactions might havetaken place, but that the wholesale market was ill-assorted. The sister provinces are doing little withBuenos Ayres. The British Packet, which givesout that the",accept,reject,"{'date': -3664483200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9772000000000001, 'title': 'The Northern Daily Times.'}",367656833,38080368,POLITICAL,,,,classification,1661250165
122,"his governmentcontemplated any such proceedings with regard toCuba as have been attributed to it. The steam-ship Isabel arrived at Charleston with advices fromHavana to the 3th instant, reports that there issome political excitement in Cuba. Several arrestshad been made, and some alarm was felt by thegovernment. A number of the revolutionary paper,Vox del Puebla, had been issued. There was alsoa story about a vessel having appeared off Baracoa,at the east end of the island, and that at a signalmade by her, the fort was attacked by aboutseventy men on horseback—a rather unusual modeof attacking a fort. The reports ad-1 that",accept,accept,"{'date': -3663532800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8149000000000001, 'title': 'The Northern Daily Times.'}",-1046731559,635842813,POLITICAL,,,,classification,1661250174
124,"be hard toconvince them otherwise. We know "" all thingsseem yellow to a jaundiced eye,"" and that withinthe whole pharmacopeia no remedy can be foundto suit the phases of monomaniacal distempers.But really Catholic nations have more to fear fromEnglish fanaticism than we have from theirs.One society labours to effect a revolution in thelaws—another to overthrow the faith of continentalnations ! How should we tolerate such pro-ceedings on the part of the zealous propagandistsof Catholic France or priest-ridden Italy ?This sectarian spirit is highly condemnable. Itis productive of the most fatal results. It setsnation against nation—people against people—andeffectually destroys that international",accept,reject,"{'date': -3663273600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9799, 'title': 'The Northern Daily Times.'}",-235049538,372310110,POLITICAL,,,,classification,1661250186
125,"The following "" rich and rare"" specimen of mayoralty life in The anniversary meeting in commemoration of the Polish destinies of England.-Ever yours,SUGAR has been taken to a fair extent to-day, cule.tee.orLriltVtenEßexPpOreOssLlyfMoAßrthleeNETorSt.hern.._filmeans the most important transactions of their the antipodes we cull from an Australian paper. It only serves JOSEPH MAZZINI.Revolution of 1830 was held on Tuesday night in the Hams . India descriptions, consisting of 1,300 bags Beneert, : •TO THE EDITOR OF THE NORTHERN DAILY TIMES. empire were, for many generations, carefully to confirm the axiom that- •' mayors arc mayors, and flunkeys ver-square Rooms. Mr. Worcell, a",accept,accept,"{'date': -3663273600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9595, 'title': 'The Northern Daily Times.'}",1906870909,-1230672560,POLITICAL,,,,classification,1661251091
126,"spite of banishment, penuryand suffering, not to permit the fire of patriotismto become extinguished in their bosoms—but tocultivate nationality and make their country'sgrievances subsidiary thereunto"" Breathes there a mau with soul so dead,Who never to hiniself has said.This is my own—my native land ?""The Anniversary Meeting in commemoration,of the. Polish Revolution of 1830, took place inLondon on Monday evening last. An address waspresented by the Democratic Committee, calledforth, it would appear, from the recent stepstaken by Russia to encroach upon Turkish libertiesand rights, and openly violate established trea-ties and international law. The address, whichwas read both in Polish and French,",accept,accept,"{'date': -3663187200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9716, 'title': 'The Northern Daily Times.'}",662085098,-1955364291,POLITICAL,,,,classification,1661251093
131,"of this reform, fromthe first feeble barrier against the tide of liquid death till thepresent moment, and despise:it ; to make himself acquaintedwith the instrumentalities, feeble in themselves, but mademighty by God's power, by which was scaled the strongfortress of drunkenness and despise it ; to make himselfacquainted with the revolution in public sentiment in re-ference to this matter, and despise it. The more he madehimself acquainted with it, the more it appeared before himin its glory, its beauty,its grandeur,and its vastness,with theseal of God's approbation stamped:broad and deep upon it.(Applause). Never, until the great and awful day when allsecrets",reject,reject,"{'date': -3661891200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9791000000000001, 'title': 'The Northern Daily Times.'}",-1534351238,1216254337,POLITICAL,,,,classification,1661251123
132,"to the public mindthroughout the confederacy. That this repose is to sufferno shock during my official term if I have power to avert it,those who have placed me here may be assured. Thewisdom of men who knew what independence cost—who had put all at stake upon the issue of the Revolutionarystruggle—disposed of the subject to which I refer, in theonly way consistent with the union of these States, andwith the march of power and prosperity which has made uswhat we are. It is a significant fact that, from theadoption of the Constitution until the officers and soldiers ofthe Revolution had",accept,accept,"{'date': -3661718400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9786, 'title': 'The Northern Daily Times.'}",-847354219,1577261844,POLITICAL,,,,classification,1661251126
133,"is said as to the arrival or non-arrival of the European mail at Rio, on the date re-ferred to—The Argentina, with the correspondenceby the Liverpool line, which was confidently ex-pected from Monte Video this morning, has notmade her appearance. which prolongs and enhancesthe now painful anxiety.In Monte Video the recent revolUtion appears tohave consolidated itself. The nowa from the rmal.guards of the capital have been disbanded. Thetwo legal Presidents, Giro and Oribe, had embark-ed ; but seem undecided as to their ultimate desti-nations. Don Lucas Moreno dared to presenthimself here, and met with a reception a la Haynau.October must be",accept,accept,"{'date': -3661718400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9672000000000001, 'title': 'The Northern Daily Times.'}",-1731419378,500549730,POLITICAL,,,,classification,1661251128
134,"has been secretly but verywidely circulated in Cuba —is to show by the collation ofhistorical facts, that Spain is about to take measures for sur-iendering Cuba to the domination of the enfranchisedilaves ; and that the only way in which so disastrous a re-sult can be prevented, is by a revolution, which shall wrestthe Island from Spanish power, and place its governmentin the hands of its own people. The Junta state that theirpreparations are complete —that the exiles are thoroughlyunited, and that a revolution in Cuba is inevitable. Theycount upon the warm sympathy of the American people,and assert that the",accept,accept,"{'date': -3661632000000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.966, 'title': 'The Northern Daily Times.'}",-1937070297,-447348040,POLITICAL,,,,classification,1661251140
136,"to society will bethe result, and the cause of Constitutional Govern-ment will be very . materially advanced. Inadopting Free Trade the EMPEROR is doingmuch to turn the current of remunerativepursuits towards France, and away from • thosecountries which exist •wholly by restrictiveand arbitrary legislation. By moral means suchas these, greater revolutions can be accomplishedthan by the use of all the swords of Christendom.For a demonstration of the truth of this assertionwe need only turn to the history of the United States.Here the force of example led to the overthrowof European despotisM throughout the Americancontinent. But the accomplishments of the swordin",accept,accept,"{'date': -3661372800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9486, 'title': 'The Northern Daily Times.'}",-2140004360,-1813329815,POLITICAL,,,,classification,1661251154
138,"cannot help smiling whenlooking over the newspaper collection at the Bri-tish Museum, and perusing the editorial trashcontained in the Craftsman, Postboy, and TheBritish Apollo ! Lord ! how one stares ! Oneindeed then feels that the world has changed, andthat the phases of English society have undergonea thorough and complete revolution ! Truly theNewspaper Press is daily becoming all and all tous—our Church—our Senate—our whole socialconstitution. Topics and themes—theorems andtheories—formerly considered out of place exceptdrawled from the pulpit, or dogmatised from theprofessor's chair, are now carefully examined, andcoolly descanted upon by journalists. "" The true"" POPE of Christendom,"" says THOMAS",accept,accept,"{'date': -3661113600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9430000000000001, 'title': 'The Northern Daily Times.'}",380775020,-190370697,POLITICAL,,,,classification,1661251323
140,"articles prices are lower than last mail.We have advices from Mexico to the 3rd instantEx-President Cevallos and Marcellus Castanedo,Judges of the Supreme Court, have been removedfor refusing to accept the knighthood of the newOrder of Guadeloupe, and Cevallos is exiled. It isrumoured that Moles, one of the chiefs of the lateYucatanrevolution, has been captured and shot.The cholera had entirely ceased at Grida and else-Where. Rich gold placers have been discovered in,the State of Sonora. The New Orleans Picayunelearns from a private source that Santa Annawould assume the title of ""Imperial Majesty"" onand after the 12th of December.Havana advices of the",accept,accept,"{'date': -3661027200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9077000000000001, 'title': 'The Northern Daily Times.'}",-1748952962,1821393418,POLITICAL,,,,classification,1661251328
142,"of the craps of those years was kept back, and under the influence of time high prices of last year was thenfreely shipped. Of Surat the supply has been large beyond all precedent, the growth having been abundant, and the prices ruling here, at least until lately, tempting, and the revolutionary stateof China having checked shipments to that country : the amount received has been 485,527 Bales, or an excess of 159,053 Bales over the supply of any former year-last year 222,404 Bales=were received. The Import of all descriptions into the Kingdom, it will be seen, amounts to 2,264,711 Bales,",accept,accept,"{'date': -3660681600000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9519000000000001, 'title': 'The Northern Daily Times.'}",-344948981,-919428186,POLITICAL,,,,classification,1661251331
153,"are pronottnced by the bestbe very superior. Their working onnew, and necessarily stiff, wasasserted with confidence that aft(lees totufdav,admirable, and ithe machinery gets smooth and in worldni order, that tlspeed will be increased a couple of miles per hourcylinders are 0 inches, and tne stroltrial on Saturday,and 17 miles an23 revolutionsis 6 feet, and on the!re made yPr minutecootty Idu wit.o a sms,pressure of steam: Not the least feature of the interestinproceeding of the day was the fact that the Prince Patricwent out on her trip jest as the Persia siiled for New Yoriand it Ni-as resolved to try the",reject,reject,"{'date': -3595190400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9312, 'title': 'The Northern Daily Times.'}",1054259045,-1476667442,POLITICAL,,,,classification,1661251792
154,"large increasein the export demand, which the last year has proved to begreatly in excess of all previous ones. To our ownmanufactures, this movement will be of serious import ' -for a time it may be regarded in a trifling degree, butno question can be entertained that eventually, it will' revolutionize the markets, and -work -extensive ichangesin'the value to growers, and importers. In the consumingdistricts, large orders are in course of execution, both forarmy requirements, American demand, and home supply ; ageneral tone of cheerfulness emanates from every quarter,notwithstanding the high rate of discounts, which atteststhe soundness ai..d stability of",reject,reject,"{'date': -3594844800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.8263, 'title': 'The Northern Daily Times.'}",104865859,2011957514,POLITICAL,,,,classification,1661252002
166,"revolutionists under Tamirez,having captured Puebla, were fortifying it in orderto repel the forces of General Comonfort, who haddispatched government troops against the place.It is reported that Tamirez lacks money, and thatmany excesses had been committed in Puebla byhis soldiers. Uraga had been defeated by thegovernment troops, and general confusion seemsto",accept,accept,"{'date': -3592166400000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9652000000000001, 'title': 'The Northern Daily Times.'}",860830262,478104274,POLITICAL,,,,classification,1661255182
170,"itappears that not fewer than 5694 young soldiersafter being passed ny Councils of Revision, had to'be discharged as unfit for service, and the govern-ment was in consequence subjected to an outlay of£60,000.Madame Marrast, mother of Arnaud Marrast, thecelebrated republican journalist, who played animportant part in Louis Philippe's time, and inthe Revolution of 1848, died yesterday.",accept,accept,"{'date': -3591475200000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.9754, 'title': 'The Northern Daily Times.'}",-616671059,-1350596755,POLITICAL,,,,classification,1661258198
175,"that of a Dauphin ; yet the joy on this occasion„4 far frora universal. The Royalists considered thebiti t as fatal to the last hopes of the Bourbons. The am-t,ous generals despaired of any dismemberment of theo-, tiThe old Republican's who envied Bonaparte 'sfo-,otic power, as the progeny of the revolution, lookedof.7:fard with deep distrust to the rule of a dynasty, fondhouse the blood of the haughtiest of all the royaleoks„es of Europe, and consequently more likely to makePei -4°ll cause with the little band of the hereditary~soveh-ot,than with the people. Finally, the title, ofhad be Put an end to",accept,accept,"{'date': -3590524800000, 'location': 'Liverpool, Merseyside, England', 'ocr_quality_mean': 0.7567, 'title': 'The Northern Daily Times.'}",1114254835,-2080884393,POLITICAL,,,,classification,1661259613
